,b'\x83{\x81[\x83\x8a\x83\x93\x83O',b'PL\x8b\xe6\x95\xaa',recoords
17432,80791,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552674.881635753, 4239512.172193324]]"
17433,80801,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553231.481102683, 4239740.602565414]]"
17434,80803,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552736.72718007, 4239778.2330452725]]"
17435,80807,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553200.561092528, 4240158.330164891]]"
17436,80812,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553169.639431328, 4240234.35157588]]"
17437,80813,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552674.885480441, 4240272.363886386]]"
17438,80817,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552922.262994207, 4240348.385168142]]"
17439,80821,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553386.09527291, 4240424.406393338]]"
17440,80882,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552959.368555043, 4240172.77495767]]"
17441,80883,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552839.70007297, 4240197.482120307]]"
17442,80884,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552604.379595326, 4239585.528612984]]"
17443,80885,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553016.261085508, 4239348.736740796]]"
17444,80886,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552567.274816886, 4239931.031654556]]"
17445,80887,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553440.512012994, 4239239.273827184]]"
17446,80888,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553211.070514655, 4239364.699476586]]"
17447,80889,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552629.117829612, 4239709.056873407]]"
17448,80890,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552673.340186661, 4240424.788635477]]"
17449,80891,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552631.899936745, 4239523.574763612]]"
17450,80893,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552384.523122696, 4239561.583815518]]"
17451,80894,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552631.900070138, 4239561.583140569]]"
17452,80895,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552446.367559407, 4239599.592125046]]"
17453,80896,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552570.05602915, 4239599.591786955]]"
17454,80897,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552508.212251429, 4239675.609351263]]"
17455,80899,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551994.905049356, 4239702.597197155]]"
17456,80902,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552211.360373432, 4239778.234624743]]"
17457,80904,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552025.82756061, 4239778.235114769]]"
17458,80909,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15551252.776348408, 4240120.70573332]]"
17459,80910,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552303.81948092, 4240158.332860449]]"
17460,80912,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15551933.063444437, 4240196.3445350155]]"
17461,80914,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552087.674845051, 4240348.387695675]]"
17462,80916,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15551902.142367763, 4240424.410943072]]"
17463,80935,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15551278.751229234, 4240173.540148333]]"
17464,80936,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552130.34567297, 4240021.496452704]]"
17465,80937,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550263.268704958, 4240120.708344965]]"
17466,80938,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15550788.944838548, 4240158.717366218]]"
17467,80952,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550245.33383399, 4240131.351356005]]"
17468,80953,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550343.356880974, 4240102.46324561]]"
17469,80954,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15550697.416558363, 4240405.028526604]]"
17470,80956,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524878.34884976, 4239169.34526978]]"
17471,80958,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524692.816493746, 4239283.366791594]]"
17472,80960,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524445.439435733, 4239283.366424306]]"
17473,80963,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524569.128365325, 4239397.389739186]]"
17474,80965,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524940.194147687, 4239435.398264644]]"
17475,80966,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524352.673667789, 4239435.397380735]]"
17476,80971,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524841.242554097, 4239233.577317612]]"
17477,80972,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524946.068352576, 4239170.485547857]]"
17478,80975,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523919.76542288, 4239853.493143994]]"
17479,80976,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523888.843561929, 4239929.51236725]]"
17480,80978,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523734.233200282, 4240005.531830267]]"
17481,80986,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522466.422553487, 4239169.341482587]]"
17482,80988,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522165.244728645, 4240171.253897935]]"
17483,80989,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522242.858853556, 4240055.702490496]]"
17484,80991,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522206.990006011, 4240256.398043541]]"
17485,80992,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521924.976651786, 4239352.536305038]]"
17486,80993,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522266.359461175, 4239979.682460687]]"
17487,80994,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522235.437249694, 4239979.682337272]]"
17488,80995,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522204.515244333, 4240017.692302974]]"
17489,80996,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522173.593270821, 4240055.702320797]]"
17490,80997,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15522204.515530774, 4240093.7126977295]]"
17491,80998,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522142.671328684, 4240093.712503666]]"
17492,80999,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522266.359285945, 4239941.672658825]]"
17493,81000,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522266.359461175, 4239979.682460687]]"
17494,81001,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522266.359512586, 4240017.692392027]]"
17495,81002,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522173.593587404, 4240131.722974812]]"
17496,81011,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520815.803476192, 4240293.265903284]]"
17497,81012,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520814.875646511, 4240260.576465949]]"
17498,81013,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520813.638691666, 4240230.167828574]]"
17499,81014,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520783.02555605, 4240184.935057133]]"
17500,81015,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521576.484687692, 4239446.79526556]]"
17501,81017,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15520998.550041592, 4239447.55449933]]"
17502,81018,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15520967.627993956, 4239447.554372562]]"
17503,81019,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520967.627993956, 4239447.554372562]]"
17504,81022,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520874.86201077, 4239561.578956372]]"
17505,81064,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559806.131729918, 4238197.903502634]]"
17506,81066,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559689.556593994, 4238376.902807209]]"
17507,81079,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15558611.611141745, 4238144.702047524]]"
17508,81081,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559508.355335323, 4238714.767159596]]"
17509,81082,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15558951.75925997, 4238942.804177146]]"
17510,81083,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559075.448454263, 4239094.830069318]]"
17511,81084,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15559594.93609283, 4238543.363290643]]"
17512,81085,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15559333.028363863, 4238897.195524067]]"
17513,81091,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15558240.858532397, 4238638.760163441]]"
17514,81095,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15557251.354660803, 4239132.462357402]]"
17515,81102,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15557227.851736411, 4238764.561247219]]"
17516,81106,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556199.997697305, 4238334.348670255]]"
17517,81111,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556509.220166666, 4238524.750392824]]"
17518,81113,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556230.921819935, 4238638.386167325]]"
17519,81114,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556261.84411823, 4238676.391418476]]"
17520,81115,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15557127.66379664, 4238714.394214781]]"
17521,81119,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556045.389688084, 4238752.403089511]]"
17522,81120,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15556818.443262639, 4238790.406422213]]"
17523,81121,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15556694.754823595, 4238790.406799409]]"
17524,81125,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15557127.664859166, 4238866.417330249]]"
17525,81126,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15556323.689703017, 4238866.419659411]]"
17526,81140,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15557158.587898891, 4239056.448934453]]"
17527,81144,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556385.535172563, 4239094.458022097]]"
17528,81169,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556450.468327282, 4238543.752921534]]"
17529,81170,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15556034.567086888, 4238769.125572047]]"
17530,81171,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556903.78724846, 4238617.8613672415]]"
17531,81173,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556494.996097334, 4238533.111433013]]"
17532,81174,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15556181.138857303, 4238917.728366365]]"
17533,81175,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15557115.606073083, 4239029.464370462]]"
17534,81176,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15556373.475985039, 4239181.494120946]]"
17535,81177,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15557084.680143569, 4238421.375969388]]"
17536,81178,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15557115.60324389, 4238573.394777528]]"
17537,81179,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15557115.603438403, 4238611.399910192]]"
17538,81181,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15556589.928767122, 4238801.4287934005]]"
17539,81182,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15557177.449410059, 4238877.438868781]]"
17540,81183,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554777.579218613, 4238258.344919319]]"
17541,81184,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15555148.645309396, 4238334.351882917]]"
17542,81185,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555736.165986579, 4238372.354376416]]"
17543,81187,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555952.62114487, 4238410.7381550055]]"
17544,81200,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15555550.634324603, 4238562.378092174]]"
17545,81201,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555890.778117253, 4238600.3820573175]]"
17546,81204,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15555798.012878262, 4238790.409541792]]"
17547,81206,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554994.037376817, 4238790.411917327]]"
17548,81211,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15555086.804489011, 4238904.429502303]]"
17549,81215,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555859.858434167, 4239018.446203522]]"
17550,81218,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15555086.805450238, 4239094.462021834]]"
17551,81219,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555488.79367054, 4239170.474727768]]"
17552,81271,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555497.44948, 4238747.843982844]]"
17553,81272,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15555640.3096719, 4238746.703380474]]"
17554,81273,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15555344.07428835, 4238522.853610995]]"
17555,81274,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15555358.915606335, 4238310.788630451]]"
17556,81275,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555152.668479446, 4238882.005737586]]"
17557,81276,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15555549.707182169, 4238647.129435467]]"
17558,81277,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554858.287249073, 4238459.387234976]]"
17559,81279,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554889.209342012, 4238459.387075007]]"
17560,81280,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554920.131434992, 4238459.386950823]]"
17561,81281,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553942.681323703, 4238182.339756456]]"
17562,81289,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554066.370796498, 4238334.355153239]]"
17563,81299,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15554097.29442179, 4238600.387505921]]"
17564,81302,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15554004.529115833, 4238790.4148945715]]"
17565,81305,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554159.139917307, 4238828.420199392]]"
17566,81313,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15554282.830205029, 4239132.471227076]]"
17567,81355,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553712.621675381, 4238338.536526833]]"
17568,81356,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553992.162523955, 4239210.38665367]]"
17569,81357,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554181.713405367, 4238886.569383334]]"
17570,81358,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15554483.204377081, 4238915.453156794]]"
17571,81363,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553200.86066698, 4238372.361831835]]"
17572,81365,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552520.57501317, 4238562.387057273]]"
17573,81366,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553262.397480322, 4238676.400346901]]"
17574,81435,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553354.237893505, 4238969.425491116]]"
17575,81436,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15553037.903941927, 4238866.809564595]]"
17576,81437,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552510.989711247, 4238641.437632142]]"
17577,81438,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552358.546205897, 4239110.4329703115]]"
17578,81439,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552887.308250519, 4238026.5288925795]]"
17579,81440,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15552898.441986999, 4238319.156754715]]"
17580,81441,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552914.830099704, 4238212.36567178]]"
17581,81442,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552498.619651873, 4238443.432128347]]"
17582,81443,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553468.95826977, 4238849.325601762]]"
17583,81444,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15553186.636444177, 4238365.9011472035]]"
17584,81445,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15553093.250509545, 4238179.301896613]]"
17585,81447,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552242.273273757, 4238106.3374928795]]"
17586,81452,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552025.819044614, 4238220.348889636]]"
17587,81455,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552304.119461762, 4238448.373314587]]"
17588,81483,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15552185.376762005, 4238139.4006923195]]"
17589,81484,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15552087.357810367, 4238862.63161538]]"
17590,81485,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526645.547464574, 4239011.239590019]]"
17591,81486,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526574.11726567, 4238983.114639421]]"
17592,81487,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526644.928422654, 4238869.856126701]]"
17593,81488,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526579.683093937, 4238970.572514875]]"
17594,81489,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526568.860232247, 4238935.226544303]]"
17595,81490,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526581.228931477, 4238897.980563248]]"
17596,81491,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526575.353972133, 4238937.887019876]]"
17597,81492,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526539.793676233, 4238967.531965495]]"
17598,81493,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526084.306711575, 4237991.570165358]]"
17599,81494,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526481.660316307, 4239034.423369063]]"
17600,81495,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526403.733855993, 4238398.590696806]]"
17601,81496,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526483.822513714, 4238495.502529402]]"
17602,81497,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526511.654694596, 4239011.619475082]]"
17603,81498,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526039.160561211, 4238017.792234347]]"
17604,81499,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526069.773373162, 4238003.351028937]]"
17605,81500,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524661.890465131, 4238295.216234391]]"
17606,81504,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524476.358060509, 4238371.224388736]]"
17607,81509,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524476.358403685, 4238485.237933902]]"
17608,81510,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524569.124972947, 4238523.242899681]]"
17609,81515,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524995.848134093, 4237969.526667726]]"
17610,81517,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524977.605450401, 4238315.738936914]]"
17611,81518,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524133.429993723, 4237965.345108145]]"
17612,81521,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524146.729871523, 4238809.42257592]]"
17613,81522,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524625.095020637, 4238767.236932343]]"
17614,81523,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524579.94853996, 4238707.188044223]]"
17615,81524,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525050.274471344, 4238821.585986811]]"
17616,81525,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524970.805512298, 4239040.882092523]]"
17617,81526,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524993.68787876, 4239031.000455531]]"
17618,81527,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524087.358830668, 4238673.74250212]]"
17619,81528,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524097.254006539, 4238687.8045356395]]"
17620,81529,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524085.500986582, 4238055.412288836]]"
17621,81531,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523826.99218796, 4238105.1962864725]]"
17622,81532,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523023.017385846, 4238257.209879784]]"
17623,81536,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523363.161773141, 4238485.236267905]]"
17624,81538,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523301.317725599, 4238523.241000796]]"
17625,81540,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523115.786737973, 4238979.308597012]]"
17626,81541,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523084.864500696, 4238979.308561192]]"
17627,81542,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523950.684694923, 4239093.329767057]]"
17628,81543,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523808.439696036, 4238281.153477871]]"
17629,81544,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523903.061515441, 4238324.098196354]]"
17630,81545,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523069.711395577, 4238650.177600815]]"
17631,81546,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523873.37582643, 4238218.067077871]]"
17632,81547,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523834.414394569, 4238323.718117229]]"
17633,81548,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524038.502413906, 4238790.039438317]]"
17634,81549,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523890.692506885, 4238270.89250411]]"
17635,81550,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523905.844483465, 4238310.79674541]]"
17636,81551,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522901.496637963, 4239072.804572995]]"
17637,81552,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524017.475099653, 4238736.071336301]]"
17638,81553,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523470.151892403, 4238349.560358464]]"
17639,81556,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523074.660275497, 4238986.909831137]]"
17640,81557,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524028.913880141, 4238155.361217637]]"
17641,81558,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524028.913880141, 4238155.361217637]]"
17642,81559,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15524028.913880141, 4238155.361217637]]"
17643,81560,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524028.913880141, 4238155.361217637]]"
17644,81561,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524028.913880141, 4238155.361217637]]"
17645,81562,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523348.628878338, 4238611.412700388]]"
17646,81563,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523379.55119781, 4238649.417989151]]"
17647,81564,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523194.018414568, 4238649.417644796]]"
17648,81572,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15521941.052970069, 4238485.234383778]]"
17649,81576,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521662.754743494, 4238751.270173013]]"
17650,81577,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522621.03181539, 4238789.277241122]]"
17651,81579,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522219.353821212, 4238941.300925345]]"
17652,81580,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522528.266128877, 4238979.307751101]]"
17653,81582,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522175.753064603, 4238786.616265461]]"
17654,81583,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522839.343070751, 4239042.77908217]]"
17655,81584,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522177.608463382, 4238825.382265002]]"
17656,81586,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521798.50308276, 4238796.497145703]]"
17657,81592,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521415.378452085, 4238941.299622237]]"
17658,81608,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15562366.16726273, 4237589.852800371]]"
17659,81676,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15560003.099656662, 4237346.652707044]]"
